sample,experiment,wn,int,current_A,cell_voltage
500 mA,exp2,3556.98535,2040.62122,0.5,7.4
500 mA,exp2,3556.28027,2030.21021,0.5,7.4
500 mA,exp2,3555.57422,2009.77075,0.5,7.4
500 mA,exp2,3554.86816,2052.86377,0.5,7.4
500 mA,exp2,3554.16211,2049.1416,0.5,7.4
500 mA,exp2,3553.45606,2055.44727,0.5,7.4
500 mA,exp2,3552.75,2008.28528,0.5,7.4
500 mA,exp2,3552.04395,1971.16357,0.5,7.4
500 mA,exp2,3551.33691,1980.82007,0.5,7.4
500 mA,exp2,3550.63086,2003.83191,0.5,7.4
500 mA,exp2,3549.92383,1906.62732,0.5,7.4
500 mA,exp2,3549.2168,2029.79858,0.5,7.4
500 mA,exp2,3548.50977,2029.42322,0.5,7.4
500 mA,exp2,3547.80273,2132.50244,0.5,7.4
500 mA,exp2,3547.0957,2172.14771,0.5,7.4
500 mA,exp2,3546.3877,1994.93689,0.5,7.4
500 mA,exp2,3545.68066,2074.61719,0.5,7.4
500 mA,exp2,3544.97266,1937.50732,0.5,7.4
500 mA,exp2,3544.26465,2083.85205,0.5,7.4
500 mA,exp2,3543.55664,2036.79663,0.5,7.4
500 mA,exp2,3542.84863,2053.08423,0.5,7.4
500 mA,exp2,3542.14063,2062.70093,0.5,7.4
500 mA,exp2,3541.43262,2155.60669,0.5,7.4
500 mA,exp2,3540.72363,2145.21411,0.5,7.4
500 mA,exp2,3540.01563,1994.94617,0.5,7.4
500 mA,exp2,3539.30664,2131.10034,0.5,7.4
500 mA,exp2,3538.59766,2067.4502,0.5,7.4
500 mA,exp2,3537.88867,2083.71021,0.5,7.4
500 mA,exp2,3537.17969,2106.62012,0.5,7.4
500 mA,exp2,3536.46973,2076.28345,0.5,7.4
500 mA,exp2,3535.76074,2069.24512,0.5,7.4
500 mA,exp2,3535.05078,2165.31982,0.5,7.4
500 mA,exp2,3534.3418,2098.40796,0.5,7.4
500 mA,exp2,3533.63184,2157.86719,0.5,7.4
500 mA,exp2,3532.92188,2104.27856,0.5,7.4
500 mA,exp2,3532.21191,2100.5647,0.5,7.4
500 mA,exp2,3531.50195,2010.45239,0.5,7.4
500 mA,exp2,3530.79102,2023.36926,0.5,7.4
500 mA,exp2,3530.08106,2172.47632,0.5,7.4
500 mA,exp2,3529.37012,2095.6853,0.5,7.4
500 mA,exp2,3528.65918,2191.59399,0.5,7.4
500 mA,exp2,3527.94824,2051.74805,0.5,7.4
500 mA,exp2,3527.23731,2111.11597,0.5,7.4
500 mA,exp2,3526.52637,2110.72412,0.5,7.4
500 mA,exp2,3525.81543,1994.19763,0.5,7.4
500 mA,exp2,3525.10449,2086.71802,0.5,7.4
500 mA,exp2,3524.39258,2102.91504,0.5,7.4
500 mA,exp2,3523.68066,2059.41284,0.5,7.4
500 mA,exp2,3522.96875,2151.86914,0.5,7.4
500 mA,exp2,3522.25684,2095.11353,0.5,7.4
500 mA,exp2,3521.54492,2190.84302,0.5,7.4
500 mA,exp2,3520.83301,2074.45239,0.5,7.4
500 mA,exp2,3520.12109,2163.52344,0.5,7.4
500 mA,exp2,3519.4082,2202.87256,0.5,7.4
500 mA,exp2,3518.69531,2129.59961,0.5,7.4
500 mA,exp2,3517.9834,2092.77881,0.5,7.4
500 mA,exp2,3517.27051,2145.36182,0.5,7.4
500 mA,exp2,3516.55762,2092.00073,0.5,7.4
500 mA,exp2,3515.84375,2091.61182,0.5,7.4
500 mA,exp2,3515.13086,2068.06055,0.5,7.4
500 mA,exp2,3514.41797,2127.2251,0.5,7.4
500 mA,exp2,3513.7041,2153.29077,0.5,7.4
500 mA,exp2,3512.99023,2040.45044,0.5,7.4
500 mA,exp2,3512.27637,2099.58667,0.5,7.4
500 mA,exp2,3511.5625,2072.74927,0.5,7.4
500 mA,exp2,3510.84863,2128.552,0.5,7.4
500 mA,exp2,3510.13477,2141.37427,0.5,7.4
500 mA,exp2,3509.41992,2078.2002,0.5,7.4
500 mA,exp2,3508.70606,2024.95947,0.5,7.4
500 mA,exp2,3507.99121,2123.6648,0.5,7.4
500 mA,exp2,3507.27637,2080.34155,0.5,7.4
500 mA,exp2,3506.56152,2205.41162,0.5,7.4
500 mA,exp2,3505.84668,2148.8855,0.5,7.4
500 mA,exp2,3505.13184,2032.97534,0.5,7.4
500 mA,exp2,3504.41602,2091.99048,0.5,7.4
500 mA,exp2,3503.70117,2108.09595,0.5,7.4
500 mA,exp2,3502.98535,2153.88135,0.5,7.4
500 mA,exp2,3502.27051,2179.86231,0.5,7.4
500 mA,exp2,3501.55469,2248.69751,0.5,7.4
500 mA,exp2,3500.83789,2142.78711,0.5,7.4
500 mA,exp2,3500.12207,2205.01123,0.5,7.4
500 mA,exp2,3499.40625,2174.94165,0.5,7.4
500 mA,exp2,3498.68945,2181.12549,0.5,7.4
500 mA,exp2,3497.97363,2226.83643,0.5,7.4
500 mA,exp2,3497.25684,2252.76904,0.5,7.4
500 mA,exp2,3496.54004,2173.31909,0.5,7.4
500 mA,exp2,3495.82324,2209.12866,0.5,7.4
500 mA,exp2,3495.10645,2205.42456,0.5,7.4
500 mA,exp2,3494.38965,2359.69287,0.5,7.4
500 mA,exp2,3493.67188,2247.37695,0.5,7.4
500 mA,exp2,3492.95508,2220.63867,0.5,7.4
500 mA,exp2,3492.23731,2164.30713,0.5,7.4
500 mA,exp2,3491.51953,2279.00415,0.5,7.4
500 mA,exp2,3490.80176,2163.49878,0.5,7.4
500 mA,exp2,3490.08398,2343.90015,0.5,7.4
500 mA,exp2,3489.36621,2258.00635,0.5,7.4
500 mA,exp2,3488.64746,2205.0061,0.5,7.4
500 mA,exp2,3487.92969,2188.16626,0.5,7.4
500 mA,exp2,3487.21094,2112.20386,0.5,7.4
500 mA,exp2,3486.49219,2203.76953,0.5,7.4
500 mA,exp2,3485.77344,2137.68359,0.5,7.4
500 mA,exp2,3485.05469,2209.51148,0.5,7.4
500 mA,exp2,3484.33594,2235.35791,0.5,7.4
500 mA,exp2,3483.61719,2205.40308,0.5,7.4
500 mA,exp2,3482.89746,2175.45923,0.5,7.4
500 mA,exp2,3482.17871,2220.98096,0.5,7.4
500 mA,exp2,3481.45898,2197.60523,0.5,7.4
500 mA,exp2,3480.73926,2164.3999,0.5,7.4
500 mA,exp2,3480.01953,2259.0791,0.5,7.4
500 mA,exp2,3479.29981,2255.37793,0.5,7.4
500 mA,exp2,3478.5791,2271.34351,0.5,7.4
500 mA,exp2,3477.85938,2143.11743,0.5,7.4
500 mA,exp2,3477.13867,2172.20288,0.5,7.4
500 mA,exp2,3476.41797,2286.4458,0.5,7.4
500 mA,exp2,3475.69824,2233.61572,0.5,7.4
500 mA,exp2,3474.97754,2239.74609,0.5,7.4
500 mA,exp2,3474.25586,2213.13525,0.5,7.4
500 mA,exp2,3473.53516,2291.27856,0.5,7.4
500 mA,exp2,3472.81445,2117.39893,0.5,7.4
500 mA,exp2,3472.09277,2172.62622,0.5,7.4
500 mA,exp2,3471.37109,2204.93286,0.5,7.4
500 mA,exp2,3470.64941,2260.1228,0.5,7.4
500 mA,exp2,3469.92773,2279.32007,0.5,7.4
500 mA,exp2,3469.20606,2278.89233,0.5,7.4
500 mA,exp2,3468.48438,2190.20264,0.5,7.4
500 mA,exp2,3467.7627,2193.06006,0.5,7.4
500 mA,exp2,3467.04004,2166.50635,0.5,7.4
500 mA,exp2,3466.31738,2208.57202,0.5,7.4
500 mA,exp2,3465.5957,2195.09131,0.5,7.4
500 mA,exp2,3464.87305,2204.47681,0.5,7.4
500 mA,exp2,3464.15039,2122.43066,0.5,7.4
500 mA,exp2,3463.42676,2229.76587,0.5,7.4
500 mA,exp2,3462.7041,2235.875,0.5,7.4
500 mA,exp2,3461.98047,2111.44409,0.5,7.4
500 mA,exp2,3461.25781,2235.03467,0.5,7.4
500 mA,exp2,3460.53418,2195.46802,0.5,7.4
500 mA,exp2,3459.81055,2276.59497,0.5,7.4
500 mA,exp2,3459.08691,2227.2522,0.5,7.4
500 mA,exp2,3458.36328,2357.24805,0.5,7.4
500 mA,exp2,3457.63867,2320.94727,0.5,7.4
500 mA,exp2,3456.91504,2287.91919,0.5,7.4
500 mA,exp2,3456.19043,2189.73267,0.5,7.4
500 mA,exp2,3455.46582,2156.74146,0.5,7.4
500 mA,exp2,3454.74219,2185.65112,0.5,7.4
500 mA,exp2,3454.01758,2260.14356,0.5,7.4
500 mA,exp2,3453.29199,2230.41333,0.5,7.4
500 mA,exp2,3452.56738,2207.20508,0.5,7.4
500 mA,exp2,3451.84277,2301.17993,0.5,7.4
500 mA,exp2,3451.11719,2274.71265,0.5,7.4
500 mA,exp2,3450.3916,2313.32764,0.5,7.4
500 mA,exp2,3449.66602,2280.36157,0.5,7.4
500 mA,exp2,3448.94043,2205.12647,0.5,7.4
500 mA,exp2,3448.21484,2292.50903,0.5,7.4
500 mA,exp2,3447.48926,2279.07227,0.5,7.4
500 mA,exp2,3446.7627,2418.4165,0.5,7.4
500 mA,exp2,3446.03711,2310.71216,0.5,7.4
500 mA,exp2,3445.31055,2264.78565,0.5,7.4
500 mA,exp2,3444.58398,2248.11475,0.5,7.4
500 mA,exp2,3443.85742,2315.90088,0.5,7.4
500 mA,exp2,3443.13086,2130.35645,0.5,7.4
500 mA,exp2,3442.4043,2194.89209,0.5,7.4
500 mA,exp2,3441.67676,2321.08228,0.5,7.4
500 mA,exp2,3440.9502,2281.69605,0.5,7.4
500 mA,exp2,3440.22266,2307.22559,0.5,7.4
500 mA,exp2,3439.49512,2154.30151,0.5,7.4
500 mA,exp2,3438.76758,2293.37866,0.5,7.4
500 mA,exp2,3438.04004,2254.0271,0.5,7.4
500 mA,exp2,3437.3125,2350.87891,0.5,7.4
500 mA,exp2,3436.58398,2330.98267,0.5,7.4
500 mA,exp2,3435.85645,2281.92139,0.5,7.4
500 mA,exp2,3435.12793,2281.48999,0.5,7.4
500 mA,exp2,3434.39941,2378.26294,0.5,7.4
500 mA,exp2,3433.6709,2358.37598,0.5,7.4
500 mA,exp2,3432.94238,2338.49634,0.5,7.4
500 mA,exp2,3432.21387,2221.4751,0.5,7.4
500 mA,exp2,3431.48438,2156.30103,0.5,7.4
500 mA,exp2,3430.75586,2288.61304,0.5,7.4
500 mA,exp2,3430.02637,2288.17969,0.5,7.4
500 mA,exp2,3429.29688,2430.12402,0.5,7.4
500 mA,exp2,3428.56738,2419.95825,0.5,7.4
500 mA,exp2,3427.83789,2225.42236,0.5,7.4
500 mA,exp2,3427.1084,2205.59668,0.5,7.4
500 mA,exp2,3426.37793,2286.01392,0.5,7.4
500 mA,exp2,3425.64844,2207.9939,0.5,7.4
500 mA,exp2,3424.91797,2333.63037,0.5,7.4
500 mA,exp2,3424.1875,2304.104,0.5,7.4
500 mA,exp2,3423.45703,2271.35767,0.5,7.4
500 mA,exp2,3422.72656,2341.99439,0.5,7.4
500 mA,exp2,3421.99609,2160.68579,0.5,7.4
500 mA,exp2,3421.26563,2263.60742,0.5,7.4
500 mA,exp2,3420.53418,2205.06519,0.5,7.4
500 mA,exp2,3419.80273,2217.55835,0.5,7.4
500 mA,exp2,3419.07227,2242.95581,0.5,7.4
500 mA,exp2,3418.34082,2319.96997,0.5,7.4
500 mA,exp2,3417.60938,2213.06982,0.5,7.4
500 mA,exp2,3416.87695,2190.07178,0.5,7.4
500 mA,exp2,3416.14551,2279.95093,0.5,7.4
500 mA,exp2,3415.41309,2266.62109,0.5,7.4
500 mA,exp2,3414.68164,2398.35815,0.5,7.4
500 mA,exp2,3413.94922,2272.20581,0.5,7.4
500 mA,exp2,3413.2168,2274.99658,0.5,7.4
500 mA,exp2,3412.48438,2332.55591,0.5,7.4
500 mA,exp2,3411.75195,2219.37231,0.5,7.4
500 mA,exp2,3411.01856,2347.77173,0.5,7.4
500 mA,exp2,3410.28613,2253.94751,0.5,7.4
500 mA,exp2,3409.55273,2202.01001,0.5,7.4
500 mA,exp2,3408.81934,2333.55786,0.5,7.4
500 mA,exp2,3408.08594,2407.12988,0.5,7.4
500 mA,exp2,3407.35254,2123.53394,0.5,7.4
500 mA,exp2,3406.61914,2293.62354,0.5,7.4
500 mA,exp2,3405.88574,2293.18701,0.5,7.4
500 mA,exp2,3405.15137,2279.88794,0.5,7.4
500 mA,exp2,3404.41699,2301.95898,0.5,7.4
500 mA,exp2,3403.68359,2291.87744,0.5,7.4
500 mA,exp2,3402.94922,2374.99976,0.5,7.4
500 mA,exp2,3402.21484,2342.41528,0.5,7.4
500 mA,exp2,3401.47949,2284.14258,0.5,7.4
500 mA,exp2,3400.74512,2341.52271,0.5,7.4
500 mA,exp2,3400.00977,2334.65356,0.5,7.4
500 mA,exp2,3399.27539,2308.52271,0.5,7.4
500 mA,exp2,3398.54004,2250.30005,0.5,7.4
500 mA,exp2,3397.80469,2342.94702,0.5,7.4
500 mA,exp2,3397.06934,2303.99316,0.5,7.4
500 mA,exp2,3396.33398,2236.17969,0.5,7.4
500 mA,exp2,3395.59766,2357.64478,0.5,7.4
500 mA,exp2,3394.86231,2344.36646,0.5,7.4
500 mA,exp2,3394.12598,2276.5835,0.5,7.4
500 mA,exp2,3393.38965,2372.32422,0.5,7.4
500 mA,exp2,3392.65332,2343.02417,0.5,7.4
500 mA,exp2,3391.91699,2310.53052,0.5,7.4
500 mA,exp2,3391.18066,2294.06909,0.5,7.4
500 mA,exp2,3390.44336,2300.03784,0.5,7.4
500 mA,exp2,3389.70703,2241.94824,0.5,7.4
500 mA,exp2,3388.96973,2360.0,0.5,7.4
500 mA,exp2,3388.23242,2356.34741,0.5,7.4
500 mA,exp2,3387.49512,2240.66284,0.5,7.4
500 mA,exp2,3386.75781,2313.84229,0.5,7.4
500 mA,exp2,3386.02051,2307.00024,0.5,7.4
500 mA,exp2,3385.2832,2280.96606,0.5,7.4
500 mA,exp2,3384.54492,2283.72827,0.5,7.4
500 mA,exp2,3383.80664,2299.28076,0.5,7.4
500 mA,exp2,3383.06836,2250.88159,0.5,7.4
500 mA,exp2,3382.33008,2355.94067,0.5,7.4
500 mA,exp2,3381.5918,2269.19629,0.5,7.4
500 mA,exp2,3380.85352,2198.46216,0.5,7.4
500 mA,exp2,3380.11523,2284.30151,0.5,7.4
500 mA,exp2,3379.37598,2303.0293,0.5,7.4
500 mA,exp2,3378.63672,2366.46021,0.5,7.4
500 mA,exp2,3377.89746,2292.56787,0.5,7.4
500 mA,exp2,3377.1582,2317.66773,0.5,7.4
500 mA,exp2,3376.41895,2231.04565,0.5,7.4
500 mA,exp2,3375.67969,2348.69092,0.5,7.4
500 mA,exp2,3374.94043,2332.28784,0.5,7.4
500 mA,exp2,3374.2002,2325.46069,0.5,7.4
500 mA,exp2,3373.45996,2334.58252,0.5,7.4
500 mA,exp2,3372.71973,2248.03955,0.5,7.4
500 mA,exp2,3371.97949,2257.17261,0.5,7.4
500 mA,exp2,3371.23926,2234.427,0.5,7.4
500 mA,exp2,3370.49902,2281.80127,0.5,7.4
500 mA,exp2,3369.75781,2310.03955,0.5,7.4
500 mA,exp2,3369.01758,2194.9126,0.5,7.4
500 mA,exp2,3368.27637,2296.41235,0.5,7.4
500 mA,exp2,3367.53516,2225.91406,0.5,7.4
500 mA,exp2,3366.79395,2308.26563,0.5,7.4
500 mA,exp2,3366.05273,2320.55493,0.5,7.4
500 mA,exp2,3365.31152,2304.19605,0.5,7.4
500 mA,exp2,3364.56934,2376.93872,0.5,7.4
500 mA,exp2,3363.82813,2242.86426,0.5,7.4
500 mA,exp2,3363.08594,2271.05981,0.5,7.4
500 mA,exp2,3362.34375,2302.42456,0.5,7.4
500 mA,exp2,3361.60156,2282.90454,0.5,7.4
500 mA,exp2,3360.85938,2346.04395,0.5,7.4
500 mA,exp2,3360.11621,2358.30566,0.5,7.4
500 mA,exp2,3359.37402,2300.65332,0.5,7.4
500 mA,exp2,3358.63086,2268.4397,0.5,7.4
500 mA,exp2,3357.8877,2360.12085,0.5,7.4
500 mA,exp2,3357.14453,2286.62158,0.5,7.4
500 mA,exp2,3356.40137,2359.21216,0.5,7.4
500 mA,exp2,3355.6582,2250.81982,0.5,7.4
500 mA,exp2,3354.91504,2231.34229,0.5,7.4
500 mA,exp2,3354.1709,2186.48438,0.5,7.4
500 mA,exp2,3353.42676,2351.04907,0.5,7.4
500 mA,exp2,3352.68359,2201.50269,0.5,7.4
500 mA,exp2,3351.93945,2296.22583,0.5,7.4
500 mA,exp2,3351.19531,2321.15088,0.5,7.4
500 mA,exp2,3350.4502,2330.21436,0.5,7.4
500 mA,exp2,3349.70606,2260.03052,0.5,7.4
500 mA,exp2,3348.96094,2307.13159,0.5,7.4
500 mA,exp2,3348.2168,2208.4624,0.5,7.4
500 mA,exp2,3347.47168,2217.5398,0.5,7.4
500 mA,exp2,3346.72656,2324.80029,0.5,7.4
500 mA,exp2,3345.98145,2248.35083,0.5,7.4
500 mA,exp2,3345.23535,2412.55298,0.5,7.4
500 mA,exp2,3344.49023,2288.63379,0.5,7.4
500 mA,exp2,3343.74414,2316.67554,0.5,7.4
500 mA,exp2,3342.99902,2246.61475,0.5,7.4
500 mA,exp2,3342.25293,2195.5625,0.5,7.4
500 mA,exp2,3341.50684,2280.5398,0.5,7.4
500 mA,exp2,3340.76074,2365.48438,0.5,7.4
500 mA,exp2,3340.01367,2298.62915,0.5,7.4
500 mA,exp2,3339.26758,2396.18164,0.5,7.4
500 mA,exp2,3338.52051,2392.55786,0.5,7.4
500 mA,exp2,3337.77344,2249.89673,0.5,7.4
500 mA,exp2,3337.02637,2227.34595,0.5,7.4
500 mA,exp2,3336.2793,2353.26489,0.5,7.4
500 mA,exp2,3335.53223,2314.91187,0.5,7.4
500 mA,exp2,3334.78516,2267.10107,0.5,7.4
500 mA,exp2,3334.03711,2361.36963,0.5,7.4
500 mA,exp2,3333.29004,2266.22363,0.5,7.4
500 mA,exp2,3332.54199,2287.87451,0.5,7.4
500 mA,exp2,3331.79395,2318.98242,0.5,7.4
500 mA,exp2,3331.0459,2305.91528,0.5,7.4
500 mA,exp2,3330.29785,2302.3147,0.5,7.4
500 mA,exp2,3329.54883,2342.86084,0.5,7.4
500 mA,exp2,3328.80078,2310.88062,0.5,7.4
500 mA,exp2,3328.05176,2244.24023,0.5,7.4
500 mA,exp2,3327.30273,2369.86157,0.5,7.4
500 mA,exp2,3326.55371,2192.95728,0.5,7.4
500 mA,exp2,3325.80469,2283.88745,0.5,7.4
500 mA,exp2,3325.05566,2223.60254,0.5,7.4
500 mA,exp2,3324.30566,2327.08716,0.5,7.4
500 mA,exp2,3323.55664,2247.92676,0.5,7.4
500 mA,exp2,3322.80664,2301.00244,0.5,7.4
500 mA,exp2,3322.05664,2325.73291,0.5,7.4
500 mA,exp2,3321.30664,2325.28149,0.5,7.4
500 mA,exp2,3320.55664,2268.20361,0.5,7.4
500 mA,exp2,3319.80566,2248.89136,0.5,7.4
500 mA,exp2,3319.05566,2389.96582,0.5,7.4
500 mA,exp2,3318.30469,2427.23047,0.5,7.4
500 mA,exp2,3317.55469,2345.02881,0.5,7.4
500 mA,exp2,3316.80371,2297.43018,0.5,7.4
500 mA,exp2,3316.05273,2309.55273,0.5,7.4
500 mA,exp2,3315.30078,2324.81201,0.5,7.4
500 mA,exp2,3314.54981,2242.69336,0.5,7.4
500 mA,exp2,3313.79785,2380.43579,0.5,7.4
500 mA,exp2,3313.04688,2348.57471,0.5,7.4
500 mA,exp2,3312.29492,2257.0813,0.5,7.4
500 mA,exp2,3311.54297,2309.99829,0.5,7.4
500 mA,exp2,3310.79102,2253.06519,0.5,7.4
500 mA,exp2,3310.03906,2334.19824,0.5,7.4
500 mA,exp2,3309.28613,2349.42773,0.5,7.4
500 mA,exp2,3308.53418,2317.60913,0.5,7.4
500 mA,exp2,3307.78125,2364.19092,0.5,7.4
500 mA,exp2,3307.02832,2247.73853,0.5,7.4
500 mA,exp2,3306.27539,2300.58398,0.5,7.4
500 mA,exp2,3305.52246,2281.33374,0.5,7.4
500 mA,exp2,3304.76856,2421.87817,0.5,7.4
500 mA,exp2,3304.01563,2224.0603,0.5,7.4
500 mA,exp2,3303.26172,2352.03345,0.5,7.4
500 mA,exp2,3302.50781,2332.7876,0.5,7.4
500 mA,exp2,3301.75488,2229.02148,0.5,7.4
500 mA,exp2,3301.0,2363.17847,0.5,7.4
500 mA,exp2,3300.24609,2372.10596,0.5,7.4
500 mA,exp2,3299.49219,2368.5144,0.5,7.4
500 mA,exp2,3298.73731,2411.84741,0.5,7.4
500 mA,exp2,3297.9834,2298.78345,0.5,7.4
500 mA,exp2,3297.22852,2304.58887,0.5,7.4
500 mA,exp2,3296.47363,2297.88623,0.5,7.4
500 mA,exp2,3295.71875,2309.94092,0.5,7.4
500 mA,exp2,3294.96289,2359.49243,0.5,7.4
500 mA,exp2,3294.20801,2284.04273,0.5,7.4
500 mA,exp2,3293.45215,2421.04981,0.5,7.4
500 mA,exp2,3292.69727,2289.39722,0.5,7.4
500 mA,exp2,3291.94141,2282.70459,0.5,7.4
500 mA,exp2,3291.18555,2244.79346,0.5,7.4
500 mA,exp2,3290.42969,2444.13062,0.5,7.4
500 mA,exp2,3289.67285,2296.97119,0.5,7.4
500 mA,exp2,3288.91699,2355.80762,0.5,7.4
500 mA,exp2,3288.16016,2364.70606,0.5,7.4
500 mA,exp2,3287.40332,2292.50537,0.5,7.4
500 mA,exp2,3286.64648,2410.55811,0.5,7.4
500 mA,exp2,3285.88965,2341.49414,0.5,7.4
500 mA,exp2,3285.13281,2300.51221,0.5,7.4
500 mA,exp2,3284.37598,2343.69482,0.5,7.4
500 mA,exp2,3283.61816,2302.72827,0.5,7.4
500 mA,exp2,3282.86035,2271.12354,0.5,7.4
500 mA,exp2,3282.10254,2342.31909,0.5,7.4
500 mA,exp2,3281.34473,2260.89209,0.5,7.4
500 mA,exp2,3280.58691,2263.56299,0.5,7.4
500 mA,exp2,3279.8291,2340.9436,0.5,7.4
500 mA,exp2,3279.07031,2356.04688,0.5,7.4
500 mA,exp2,3278.3125,2287.1272,0.5,7.4
500 mA,exp2,3277.55371,2404.90186,0.5,7.4
500 mA,exp2,3276.79492,2317.33618,0.5,7.4
500 mA,exp2,3276.03613,2301.33252,0.5,7.4
500 mA,exp2,3275.27734,2244.91406,0.5,7.4
500 mA,exp2,3274.51758,2256.90894,0.5,7.4
500 mA,exp2,3273.75879,2362.14111,0.5,7.4
500 mA,exp2,3272.99902,2473.54688,0.5,7.4
500 mA,exp2,3272.23926,2426.45898,0.5,7.4
500 mA,exp2,3271.47949,2295.52026,0.5,7.4
500 mA,exp2,3270.71973,2441.03516,0.5,7.4
500 mA,exp2,3269.95996,2297.72485,0.5,7.4
500 mA,exp2,3269.19922,2278.64746,0.5,7.4
500 mA,exp2,3268.43945,2399.24902,0.5,7.4
500 mA,exp2,3267.67871,2327.4043,0.5,7.4
500 mA,exp2,3266.91797,2401.40967,0.5,7.4
500 mA,exp2,3266.15723,2369.91821,0.5,7.4
500 mA,exp2,3265.39648,2326.03369,0.5,7.4
500 mA,exp2,3264.63574,2189.14307,0.5,7.4
500 mA,exp2,3263.87402,2359.22168,0.5,7.4
500 mA,exp2,3263.11231,2265.77173,0.5,7.4
500 mA,exp2,3262.35156,2392.38306,0.5,7.4
500 mA,exp2,3261.58984,2395.01123,0.5,7.4
500 mA,exp2,3260.82715,2419.32251,0.5,7.4
500 mA,exp2,3260.06543,2313.54492,0.5,7.4
500 mA,exp2,3259.30371,2356.44116,0.5,7.4
500 mA,exp2,3258.54102,2424.08765,0.5,7.4
500 mA,exp2,3257.77832,2318.37109,0.5,7.4
500 mA,exp2,3257.01563,2379.80859,0.5,7.4
500 mA,exp2,3256.25293,2261.76587,0.5,7.4
500 mA,exp2,3255.49023,2375.77905,0.5,7.4
500 mA,exp2,3254.72754,2387.68286,0.5,7.4
500 mA,exp2,3253.96387,2322.27588,0.5,7.4
500 mA,exp2,3253.20117,2256.89453,0.5,7.4
500 mA,exp2,3252.4375,2349.18115,0.5,7.4
500 mA,exp2,3251.67383,2280.72925,0.5,7.4
500 mA,exp2,3250.91016,2400.78296,0.5,7.4
500 mA,exp2,3250.14551,2400.31006,0.5,7.4
500 mA,exp2,3249.38184,2362.77417,0.5,7.4
500 mA,exp2,3248.61719,2328.34082,0.5,7.4
500 mA,exp2,3247.85352,2315.53272,0.5,7.4
500 mA,exp2,3247.08887,2373.7251,0.5,7.4
500 mA,exp2,3246.32422,2370.17114,0.5,7.4
500 mA,exp2,3245.55859,2317.24951,0.5,7.4
500 mA,exp2,3244.79395,2329.13257,0.5,7.4
500 mA,exp2,3244.0293,2344.09522,0.5,7.4
500 mA,exp2,3243.26367,2322.04688,0.5,7.4
500 mA,exp2,3242.49805,2315.42261,0.5,7.4
500 mA,exp2,3241.73242,2376.61621,0.5,7.4
500 mA,exp2,3240.9668,2385.39331,0.5,7.4
500 mA,exp2,3240.20117,2323.29663,0.5,7.4
500 mA,exp2,3239.43457,2387.53272,0.5,7.4
500 mA,exp2,3238.66895,2291.5791,0.5,7.4
500 mA,exp2,3237.90234,2389.66992,0.5,7.4
500 mA,exp2,3237.13574,2370.7251,0.5,7.4
500 mA,exp2,3236.36914,2351.7876,0.5,7.4
500 mA,exp2,3235.60254,2382.09985,0.5,7.4
500 mA,exp2,3234.83496,2369.32129,0.5,7.4
500 mA,exp2,3234.06836,2547.28662,0.5,7.4
500 mA,exp2,3233.30078,2371.46143,0.5,7.4
500 mA,exp2,3232.5332,2297.18774,0.5,7.4
500 mA,exp2,3231.76563,2309.03223,0.5,7.4
500 mA,exp2,3230.99805,2453.0542,0.5,7.4
500 mA,exp2,3230.23047,2329.63379,0.5,7.4
500 mA,exp2,3229.46191,2421.35693,0.5,7.4
500 mA,exp2,3228.69434,2359.43481,0.5,7.4
500 mA,exp2,3227.92578,2395.82715,0.5,7.4
500 mA,exp2,3227.15723,2376.92773,0.5,7.4
500 mA,exp2,3226.38867,2321.19116,0.5,7.4
500 mA,exp2,3225.62012,2320.73218,0.5,7.4
500 mA,exp2,3224.85059,2433.83154,0.5,7.4
500 mA,exp2,3224.08203,2258.4436,0.5,7.4
500 mA,exp2,3223.3125,2239.58911,0.5,7.4
500 mA,exp2,3222.54297,2340.36768,0.5,7.4
500 mA,exp2,3221.77344,2358.30493,0.5,7.4
500 mA,exp2,3221.00391,2363.97046,0.5,7.4
500 mA,exp2,3220.23438,2437.07471,0.5,7.4
500 mA,exp2,3219.46387,2464.17627,0.5,7.4
500 mA,exp2,3218.69336,2230.80249,0.5,7.4
500 mA,exp2,3217.92383,2325.33496,0.5,7.4
500 mA,exp2,3217.15332,2303.43286,0.5,7.4
500 mA,exp2,3216.38281,2391.78833,0.5,7.4
500 mA,exp2,3215.61133,2461.73755,0.5,7.4
500 mA,exp2,3214.84082,2372.47339,0.5,7.4
500 mA,exp2,3214.06934,2356.7002,0.5,7.4
500 mA,exp2,3213.29883,2353.17334,0.5,7.4
500 mA,exp2,3212.52734,2371.06348,0.5,7.4
500 mA,exp2,3211.75586,2346.12305,0.5,7.4
500 mA,exp2,3210.9834,2263.08594,0.5,7.4
500 mA,exp2,3210.21191,2317.67456,0.5,7.4
500 mA,exp2,3209.43945,2320.27197,0.5,7.4
500 mA,exp2,3208.66797,2347.31958,0.5,7.4
500 mA,exp2,3207.89551,2417.1377,0.5,7.4
500 mA,exp2,3207.12305,2428.87915,0.5,7.4
500 mA,exp2,3206.35059,2461.9978,0.5,7.4
500 mA,exp2,3205.57715,2250.78467,0.5,7.4
500 mA,exp2,3204.80469,2290.03198,0.5,7.4
500 mA,exp2,3204.03125,2365.89697,0.5,7.4
500 mA,exp2,3203.25879,2481.40991,0.5,7.4
500 mA,exp2,3202.48535,2377.16431,0.5,7.4
500 mA,exp2,3201.71191,2398.04932,0.5,7.4
