sample,experiment,wn,int,current_A,cell_voltage
150 mA,exp2,3416.14551,7991.11523,0.15,4.78
150 mA,exp2,3415.41309,7867.07715,0.15,4.78
150 mA,exp2,3414.68164,7768.875,0.15,4.78
150 mA,exp2,3413.94922,8080.02881,0.15,4.78
150 mA,exp2,3413.2168,7778.8125,0.15,4.78
150 mA,exp2,3412.48438,7983.52686,0.15,4.78
150 mA,exp2,3411.75195,7878.93262,0.15,4.78
150 mA,exp2,3411.01856,7787.25977,0.15,4.78
150 mA,exp2,3410.28613,7798.65869,0.15,4.78
150 mA,exp2,3409.55273,7942.04443,0.15,4.78
150 mA,exp2,3408.81934,8008.12647,0.15,4.78
150 mA,exp2,3408.08594,7945.45947,0.15,4.78
150 mA,exp2,3407.35254,7982.55713,0.15,4.78
150 mA,exp2,3406.61914,7643.26758,0.15,4.78
150 mA,exp2,3405.88574,7799.40869,0.15,4.78
150 mA,exp2,3405.15137,7765.76758,0.15,4.78
150 mA,exp2,3404.41699,7957.19043,0.15,4.78
150 mA,exp2,3403.68359,8019.96338,0.15,4.78
150 mA,exp2,3402.94922,8040.93262,0.15,4.78
150 mA,exp2,3402.21484,7666.67041,0.15,4.78
150 mA,exp2,3401.47949,8005.74316,0.15,4.78
150 mA,exp2,3400.74512,7914.28223,0.15,4.78
150 mA,exp2,3400.00977,7973.78955,0.15,4.78
150 mA,exp2,3399.27539,7978.69092,0.15,4.78
150 mA,exp2,3398.54004,7736.41016,0.15,4.78
150 mA,exp2,3397.80469,7847.26758,0.15,4.78
150 mA,exp2,3397.06934,7765.54834,0.15,4.78
150 mA,exp2,3396.33398,7869.94043,0.15,4.78
150 mA,exp2,3395.59766,7791.45459,0.15,4.78
150 mA,exp2,3394.86231,7870.14453,0.15,4.78
150 mA,exp2,3394.12598,7820.54541,0.15,4.78
150 mA,exp2,3393.38965,7687.61279,0.15,4.78
150 mA,exp2,3392.65332,7952.1792,0.15,4.78
150 mA,exp2,3391.91699,7902.59131,0.15,4.78
150 mA,exp2,3391.18066,7933.12207,0.15,4.78
150 mA,exp2,3390.44336,8027.7085,0.15,4.78
150 mA,exp2,3389.70703,7741.12695,0.15,4.78
150 mA,exp2,3388.96973,8015.03418,0.15,4.78
150 mA,exp2,3388.23242,8026.30859,0.15,4.78
150 mA,exp2,3387.49512,7880.73145,0.15,4.78
150 mA,exp2,3386.75781,7917.62891,0.15,4.78
150 mA,exp2,3386.02051,7810.52393,0.15,4.78
150 mA,exp2,3385.2832,7892.20654,0.15,4.78
150 mA,exp2,3384.54492,7948.27002,0.15,4.78
150 mA,exp2,3383.80664,7895.58301,0.15,4.78
150 mA,exp2,3383.06836,7884.47998,0.15,4.78
150 mA,exp2,3382.33008,7793.46436,0.15,4.78
150 mA,exp2,3381.5918,7951.77539,0.15,4.78
150 mA,exp2,3380.85352,7835.2168,0.15,4.78
150 mA,exp2,3380.11523,7587.71484,0.15,4.78
150 mA,exp2,3379.37598,8074.97656,0.15,4.78
150 mA,exp2,3378.63672,7990.396,0.15,4.78
150 mA,exp2,3377.89746,7794.09229,0.15,4.78
150 mA,exp2,3377.1582,7945.83301,0.15,4.78
150 mA,exp2,3376.41895,7823.02295,0.15,4.78
150 mA,exp2,3375.67969,8012.99268,0.15,4.78
150 mA,exp2,3374.94043,7931.69287,0.15,4.78
150 mA,exp2,3374.2002,7936.55176,0.15,4.78
150 mA,exp2,3373.45996,7992.43701,0.15,4.78
150 mA,exp2,3372.71973,7888.86523,0.15,4.78
150 mA,exp2,3371.97949,7731.13477,0.15,4.78
150 mA,exp2,3371.23926,7904.96289,0.15,4.78
150 mA,exp2,3370.49902,7881.1377,0.15,4.78
150 mA,exp2,3369.75781,7879.625,0.15,4.78
150 mA,exp2,3369.01758,8043.76563,0.15,4.78
150 mA,exp2,3368.27637,7857.48877,0.15,4.78
150 mA,exp2,3367.53516,7782.73779,0.15,4.78
150 mA,exp2,3366.79395,7835.36768,0.15,4.78
150 mA,exp2,3366.05273,7910.25928,0.15,4.78
150 mA,exp2,3365.31152,7889.64356,0.15,4.78
150 mA,exp2,3364.56934,7942.2207,0.15,4.78
150 mA,exp2,3363.82813,7889.79248,0.15,4.78
150 mA,exp2,3363.08594,8123.65137,0.15,4.78
150 mA,exp2,3362.34375,7899.479,0.15,4.78
150 mA,exp2,3361.60156,7948.83203,0.15,4.78
150 mA,exp2,3360.85938,7858.29346,0.15,4.78
150 mA,exp2,3360.11621,7888.56445,0.15,4.78
150 mA,exp2,3359.37402,8020.50977,0.15,4.78
150 mA,exp2,3358.63086,7790.21582,0.15,4.78
150 mA,exp2,3357.8877,7944.36377,0.15,4.78
150 mA,exp2,3357.14453,7955.5376,0.15,4.78
150 mA,exp2,3356.40137,7563.44971,0.15,4.78
150 mA,exp2,3355.6582,7869.93311,0.15,4.78
150 mA,exp2,3354.91504,7909.67969,0.15,4.78
150 mA,exp2,3354.1709,7720.92383,0.15,4.78
150 mA,exp2,3353.42676,7859.03955,0.15,4.78
150 mA,exp2,3352.68359,7943.17432,0.15,4.78
150 mA,exp2,3351.93945,7773.54932,0.15,4.78
150 mA,exp2,3351.19531,7781.56348,0.15,4.78
150 mA,exp2,3350.4502,7792.74463,0.15,4.78
150 mA,exp2,3349.70606,7835.61816,0.15,4.78
150 mA,exp2,3348.96094,7970.3794,0.15,4.78
150 mA,exp2,3348.2168,7769.22461,0.15,4.78
150 mA,exp2,3347.47168,7818.41211,0.15,4.78
150 mA,exp2,3346.72656,7835.90723,0.15,4.78
150 mA,exp2,3345.98145,7790.06104,0.15,4.78
150 mA,exp2,3345.23535,7744.23193,0.15,4.78
150 mA,exp2,3344.49023,7771.22559,0.15,4.78
150 mA,exp2,3343.74414,7956.45117,0.15,4.78
150 mA,exp2,3342.99902,7815.6875,0.15,4.78
150 mA,exp2,3342.25293,7687.63232,0.15,4.78
150 mA,exp2,3341.50684,7866.43945,0.15,4.78
150 mA,exp2,3340.76074,7798.5083,0.15,4.78
150 mA,exp2,3340.01367,7759.05957,0.15,4.78
150 mA,exp2,3339.26758,7706.98047,0.15,4.78
150 mA,exp2,3338.52051,7790.82568,0.15,4.78
150 mA,exp2,3337.77344,7808.27881,0.15,4.78
150 mA,exp2,3337.02637,7490.83301,0.15,4.78
150 mA,exp2,3336.2793,7571.51123,0.15,4.78
150 mA,exp2,3335.53223,7772.16699,0.15,4.78
150 mA,exp2,3334.78516,7698.04004,0.15,4.78
150 mA,exp2,3334.03711,7683.92236,0.15,4.78
150 mA,exp2,3333.29004,7767.65479,0.15,4.78
150 mA,exp2,3332.54199,7762.99512,0.15,4.78
150 mA,exp2,3331.79395,7720.47607,0.15,4.78
150 mA,exp2,3331.0459,7668.50928,0.15,4.78
150 mA,exp2,3330.29785,7875.17822,0.15,4.78
150 mA,exp2,3329.54883,7980.86231,0.15,4.78
150 mA,exp2,3328.80078,7973.01074,0.15,4.78
150 mA,exp2,3328.05176,7968.31348,0.15,4.78
150 mA,exp2,3327.30273,7806.04688,0.15,4.78
150 mA,exp2,3326.55371,7867.54932,0.15,4.78
150 mA,exp2,3325.80469,7935.32813,0.15,4.78
150 mA,exp2,3325.05566,7817.2544,0.15,4.78
150 mA,exp2,3324.30566,7847.22803,0.15,4.78
150 mA,exp2,3323.55664,7987.38135,0.15,4.78
150 mA,exp2,3322.80664,7727.71631,0.15,4.78
150 mA,exp2,3322.05664,7820.63086,0.15,4.78
150 mA,exp2,3321.30664,7866.31055,0.15,4.78
150 mA,exp2,3320.55664,7902.53467,0.15,4.78
150 mA,exp2,3319.80566,7712.28174,0.15,4.78
150 mA,exp2,3319.05566,7770.5332,0.15,4.78
150 mA,exp2,3318.30469,7882.21094,0.15,4.78
150 mA,exp2,3317.55469,7604.0542,0.15,4.78
150 mA,exp2,3316.80371,7813.14844,0.15,4.78
150 mA,exp2,3316.05273,7805.3457,0.15,4.78
150 mA,exp2,3315.30078,7778.69531,0.15,4.78
150 mA,exp2,3314.54981,7868.27295,0.15,4.78
150 mA,exp2,3313.79785,7678.31836,0.15,4.78
150 mA,exp2,3313.04688,7858.93408,0.15,4.78
150 mA,exp2,3312.29492,7763.22949,0.15,4.78
150 mA,exp2,3311.54297,7771.13525,0.15,4.78
150 mA,exp2,3310.79102,7801.00293,0.15,4.78
150 mA,exp2,3310.03906,7695.95215,0.15,4.78
150 mA,exp2,3309.28613,7841.88184,0.15,4.78
150 mA,exp2,3308.53418,7765.08789,0.15,4.78
150 mA,exp2,3307.78125,7863.91309,0.15,4.78
150 mA,exp2,3307.02832,7871.78662,0.15,4.78
150 mA,exp2,3306.27539,7594.43457,0.15,4.78
150 mA,exp2,3305.52246,7815.44824,0.15,4.78
150 mA,exp2,3304.76856,7663.53711,0.15,4.78
150 mA,exp2,3304.01563,7806.13818,0.15,4.78
150 mA,exp2,3303.26172,7713.79297,0.15,4.78
150 mA,exp2,3302.50781,7759.2583,0.15,4.78
150 mA,exp2,3301.75488,7961.23779,0.15,4.78
150 mA,exp2,3301.0,7746.84326,0.15,4.78
150 mA,exp2,3300.24609,7814.18018,0.15,4.78
150 mA,exp2,3299.49219,7850.20166,0.15,4.78
150 mA,exp2,3298.73731,7908.10645,0.15,4.78
150 mA,exp2,3297.9834,7853.39453,0.15,4.78
150 mA,exp2,3297.22852,7911.2749,0.15,4.78
150 mA,exp2,3296.47363,7834.69824,0.15,4.78
150 mA,exp2,3295.71875,7848.79785,0.15,4.78
150 mA,exp2,3294.96289,7809.76367,0.15,4.78
150 mA,exp2,3294.20801,7842.60889,0.15,4.78
150 mA,exp2,3293.45215,7850.44922,0.15,4.78
150 mA,exp2,3292.69727,7936.36914,0.15,4.78
150 mA,exp2,3291.94141,7728.71973,0.15,4.78
150 mA,exp2,3291.18555,7892.68115,0.15,4.78
150 mA,exp2,3290.42969,7878.65332,0.15,4.78
150 mA,exp2,3289.67285,7749.15723,0.15,4.78
150 mA,exp2,3288.91699,8019.10645,0.15,4.78
150 mA,exp2,3288.16016,7749.24756,0.15,4.78
150 mA,exp2,3287.40332,7884.97119,0.15,4.78
150 mA,exp2,3286.64648,7814.82324,0.15,4.78
150 mA,exp2,3285.88965,7772.76318,0.15,4.78
150 mA,exp2,3285.13281,7733.83594,0.15,4.78
150 mA,exp2,3284.37598,7832.05469,0.15,4.78
150 mA,exp2,3283.61816,7976.97461,0.15,4.78
150 mA,exp2,3282.86035,7922.45166,0.15,4.78
150 mA,exp2,3282.10254,7902.2124,0.15,4.78
150 mA,exp2,3281.34473,7894.43701,0.15,4.78
150 mA,exp2,3280.58691,7606.44336,0.15,4.78
150 mA,exp2,3279.8291,7794.84424,0.15,4.78
150 mA,exp2,3279.07031,7892.9126,0.15,4.78
150 mA,exp2,3278.3125,7987.83057,0.15,4.78
150 mA,exp2,3277.55371,7740.48633,0.15,4.78
150 mA,exp2,3276.79492,7900.7168,0.15,4.78
150 mA,exp2,3276.03613,7849.41016,0.15,4.78
150 mA,exp2,3275.27734,7748.37402,0.15,4.78
150 mA,exp2,3274.51758,8029.74609,0.15,4.78
150 mA,exp2,3273.75879,8053.03613,0.15,4.78
150 mA,exp2,3272.99902,7865.00879,0.15,4.78
150 mA,exp2,3272.23926,8021.9165,0.15,4.78
150 mA,exp2,3271.47949,8051.40576,0.15,4.78
150 mA,exp2,3270.71973,7857.27637,0.15,4.78
150 mA,exp2,3269.95996,7973.72607,0.15,4.78
150 mA,exp2,3269.19922,7866.61084,0.15,4.78
150 mA,exp2,3268.43945,7790.57568,0.15,4.78
150 mA,exp2,3267.67871,7959.72266,0.15,4.78
150 mA,exp2,3266.91797,7871.28711,0.15,4.78
150 mA,exp2,3266.15723,7860.43604,0.15,4.78
150 mA,exp2,3265.39648,7675.91113,0.15,4.78
150 mA,exp2,3264.63574,7947.271,0.15,4.78
150 mA,exp2,3263.87402,7917.80859,0.15,4.78
150 mA,exp2,3263.11231,7832.56543,0.15,4.78
150 mA,exp2,3262.35156,7765.94824,0.15,4.78
150 mA,exp2,3261.58984,7882.15918,0.15,4.78
150 mA,exp2,3260.82715,7920.88037,0.15,4.78
150 mA,exp2,3260.06543,7900.74072,0.15,4.78
150 mA,exp2,3259.30371,7738.16895,0.15,4.78
150 mA,exp2,3258.54102,7820.23682,0.15,4.78
150 mA,exp2,3257.77832,7874.41406,0.15,4.78
150 mA,exp2,3257.01563,7851.20264,0.15,4.78
150 mA,exp2,3256.25293,7837.28174,0.15,4.78
150 mA,exp2,3255.49023,7993.50635,0.15,4.78
150 mA,exp2,3254.72754,7688.83398,0.15,4.78
150 mA,exp2,3253.96387,7798.6416,0.15,4.78
150 mA,exp2,3253.20117,7871.30615,0.15,4.78
150 mA,exp2,3252.4375,7854.30127,0.15,4.78
150 mA,exp2,3251.67383,7821.85107,0.15,4.78
150 mA,exp2,3250.91016,7953.17236,0.15,4.78
150 mA,exp2,3250.14551,7957.78467,0.15,4.78
150 mA,exp2,3249.38184,8079.76123,0.15,4.78
150 mA,exp2,3248.61719,7892.89063,0.15,4.78
150 mA,exp2,3247.85352,7718.44238,0.15,4.78
150 mA,exp2,3247.08887,7966.94971,0.15,4.78
150 mA,exp2,3246.32422,7993.15527,0.15,4.78
150 mA,exp2,3245.55859,7926.7832,0.15,4.78
150 mA,exp2,3244.79395,7949.90039,0.15,4.78
150 mA,exp2,3244.0293,7973.00781,0.15,4.78
150 mA,exp2,3243.26367,7774.07715,0.15,4.78
150 mA,exp2,3242.49805,7969.86377,0.15,4.78
150 mA,exp2,3241.73242,7918.97168,0.15,4.78
150 mA,exp2,3240.9668,7874.26318,0.15,4.78
150 mA,exp2,3240.20117,7848.05957,0.15,4.78
150 mA,exp2,3239.43457,7935.85107,0.15,4.78
150 mA,exp2,3238.66895,7965.08594,0.15,4.78
150 mA,exp2,3237.90234,8095.93115,0.15,4.78
150 mA,exp2,3237.13574,7891.12793,0.15,4.78
150 mA,exp2,3236.36914,7849.55322,0.15,4.78
150 mA,exp2,3235.60254,7795.68311,0.15,4.78
150 mA,exp2,3234.83496,8003.38281,0.15,4.78
150 mA,exp2,3234.06836,7866.43897,0.15,4.78
150 mA,exp2,3233.30078,7957.16016,0.15,4.78
150 mA,exp2,3232.5332,7946.36279,0.15,4.78
150 mA,exp2,3231.76563,8092.37451,0.15,4.78
150 mA,exp2,3230.99805,7854.07715,0.15,4.78
150 mA,exp2,3230.23047,8076.88281,0.15,4.78
150 mA,exp2,3229.46191,7924.72022,0.15,4.78
150 mA,exp2,3228.69434,7852.49365,0.15,4.78
150 mA,exp2,3227.92578,7909.30127,0.15,4.78
150 mA,exp2,3227.15723,7969.15674,0.15,4.78
150 mA,exp2,3226.38867,7958.37012,0.15,4.78
150 mA,exp2,3225.62012,7926.09863,0.15,4.78
150 mA,exp2,3224.85059,7921.46191,0.15,4.78
150 mA,exp2,3224.08203,7962.85449,0.15,4.78
150 mA,exp2,3223.3125,7949.00781,0.15,4.78
150 mA,exp2,3222.54297,7919.8291,0.15,4.78
150 mA,exp2,3221.77344,7936.66211,0.15,4.78
150 mA,exp2,3221.00391,7925.89307,0.15,4.78
150 mA,exp2,3220.23438,7942.71729,0.15,4.78
150 mA,exp2,3219.46387,8125.03906,0.15,4.78
150 mA,exp2,3218.69336,7838.45166,0.15,4.78
150 mA,exp2,3217.92383,8011.52979,0.15,4.78
150 mA,exp2,3217.15332,7865.97852,0.15,4.78
150 mA,exp2,3216.38281,7882.79541,0.15,4.78
150 mA,exp2,3215.61133,7948.59522,0.15,4.78
150 mA,exp2,3214.84082,7845.99951,0.15,4.78
150 mA,exp2,3214.06934,7875.05127,0.15,4.78
150 mA,exp2,3213.29883,7821.47022,0.15,4.78
150 mA,exp2,3212.52734,8015.72461,0.15,4.78
150 mA,exp2,3211.75586,8038.60645,0.15,4.78
150 mA,exp2,3210.9834,7780.12256,0.15,4.78
150 mA,exp2,3210.21191,7955.92236,0.15,4.78
150 mA,exp2,3209.43945,7975.74414,0.15,4.78
150 mA,exp2,3208.66797,7851.90674,0.15,4.78
150 mA,exp2,3207.89551,7997.02783,0.15,4.78
150 mA,exp2,3207.12305,8114.59473,0.15,4.78
150 mA,exp2,3206.35059,8015.23828,0.15,4.78
150 mA,exp2,3205.57715,7967.83887,0.15,4.78
150 mA,exp2,3204.80469,8057.85938,0.15,4.78
150 mA,exp2,3204.03125,7906.67529,0.15,4.78
150 mA,exp2,3203.25879,7917.31494,0.15,4.78
150 mA,exp2,3202.48535,7894.38281,0.15,4.78
150 mA,exp2,3201.71191,7825.69531,0.15,4.78
150 mA,exp2,3200.9375,7909.55176,0.15,4.78
150 mA,exp2,3200.16406,7837.8374,0.15,4.78
150 mA,exp2,3199.38965,7906.41162,0.15,4.78
150 mA,exp2,3198.61621,7917.03613,0.15,4.78
150 mA,exp2,3197.8418,7796.59473,0.15,4.78
150 mA,exp2,3197.06738,7791.99902,0.15,4.78
150 mA,exp2,3196.29297,7909.27344,0.15,4.78
150 mA,exp2,3195.51758,7727.98193,0.15,4.78
150 mA,exp2,3194.74316,7860.44922,0.15,4.78
150 mA,exp2,3193.96777,7944.14453,0.15,4.78
150 mA,exp2,3193.19238,8006.49658,0.15,4.78
150 mA,exp2,3192.41699,7791.84717,0.15,4.78
150 mA,exp2,3191.6416,7912.02197,0.15,4.78
150 mA,exp2,3190.86621,7849.6001,0.15,4.78
150 mA,exp2,3190.08984,7705.07178,0.15,4.78
150 mA,exp2,3189.31445,7809.98438,0.15,4.78
150 mA,exp2,3188.53809,7866.20459,0.15,4.78
150 mA,exp2,3187.76172,7819.03955,0.15,4.78
150 mA,exp2,3186.98535,8005.93115,0.15,4.78
150 mA,exp2,3186.20898,7581.93848,0.15,4.78
150 mA,exp2,3185.43164,7823.49023,0.15,4.78
150 mA,exp2,3184.65527,7642.71338,0.15,4.78
150 mA,exp2,3183.87793,7680.67432,0.15,4.78
150 mA,exp2,3183.10059,7843.11377,0.15,4.78
150 mA,exp2,3182.32324,7686.72607,0.15,4.78
150 mA,exp2,3181.5459,7639.66797,0.15,4.78
150 mA,exp2,3180.76758,7853.60645,0.15,4.78
150 mA,exp2,3179.99023,7773.15869,0.15,4.78
150 mA,exp2,3179.21191,7720.04346,0.15,4.78
150 mA,exp2,3178.43359,7712.44141,0.15,4.78
150 mA,exp2,3177.65527,7729.09912,0.15,4.78
150 mA,exp2,3176.87695,7776.06641,0.15,4.78
150 mA,exp2,3176.09863,7750.27002,0.15,4.78
150 mA,exp2,3175.32031,7769.93945,0.15,4.78
150 mA,exp2,3174.54102,7850.19678,0.15,4.78
150 mA,exp2,3173.76172,7772.90381,0.15,4.78
150 mA,exp2,3172.98242,7577.52588,0.15,4.78
150 mA,exp2,3172.20313,7557.84863,0.15,4.78
150 mA,exp2,3171.42383,7780.36914,0.15,4.78
150 mA,exp2,3170.64356,7869.62256,0.15,4.78
150 mA,exp2,3169.86426,7877.1333,0.15,4.78
150 mA,exp2,3169.08398,7839.25684,0.15,4.78
150 mA,exp2,3168.30371,7644.09668,0.15,4.78
150 mA,exp2,3167.52344,7836.13281,0.15,4.78
150 mA,exp2,3166.74316,7752.9292,0.15,4.78
150 mA,exp2,3165.96289,7857.19482,0.15,4.78
150 mA,exp2,3165.18164,7719.61328,0.15,4.78
150 mA,exp2,3164.40039,7748.29395,0.15,4.78
150 mA,exp2,3163.61914,7804.15527,0.15,4.78
150 mA,exp2,3162.83789,7718.01807,0.15,4.78
150 mA,exp2,3162.05664,7650.03613,0.15,4.78
150 mA,exp2,3161.27539,7660.58887,0.15,4.78
150 mA,exp2,3160.49316,7698.30713,0.15,4.78
150 mA,exp2,3159.71191,7784.30371,0.15,4.78
150 mA,exp2,3158.92969,7622.81104,0.15,4.78
150 mA,exp2,3158.14746,7597.15332,0.15,4.78
150 mA,exp2,3157.36523,7680.10107,0.15,4.78
150 mA,exp2,3156.58301,7735.87158,0.15,4.78
150 mA,exp2,3155.79981,7758.45068,0.15,4.78
150 mA,exp2,3155.01758,7576.01904,0.15,4.78
150 mA,exp2,3154.23438,7628.76172,0.15,4.78
150 mA,exp2,3153.45117,7690.52344,0.15,4.78
150 mA,exp2,3152.66797,7559.43262,0.15,4.78
150 mA,exp2,3151.88477,7621.18311,0.15,4.78
150 mA,exp2,3151.10059,7601.59131,0.15,4.78
150 mA,exp2,3150.31738,7621.15234,0.15,4.78
150 mA,exp2,3149.5332,7523.29395,0.15,4.78
150 mA,exp2,3148.74902,7401.39551,0.15,4.78
150 mA,exp2,3147.96484,7562.4209,0.15,4.78
150 mA,exp2,3147.18066,7302.16113,0.15,4.78
150 mA,exp2,3146.39551,7481.19043,0.15,4.78
150 mA,exp2,3145.61133,7578.94482,0.15,4.78
150 mA,exp2,3144.82617,7553.37598,0.15,4.78
150 mA,exp2,3144.04102,7630.03174,0.15,4.78
150 mA,exp2,3143.25586,7457.18213,0.15,4.78
150 mA,exp2,3142.4707,7608.95361,0.15,4.78
150 mA,exp2,3141.68555,7622.45654,0.15,4.78
150 mA,exp2,3140.89941,7584.88672,0.15,4.78
150 mA,exp2,3140.11426,7838.65332,0.15,4.78
150 mA,exp2,3139.32813,7641.91113,0.15,4.78
150 mA,exp2,3138.54199,7589.34863,0.15,4.78
150 mA,exp2,3137.75586,7485.78076,0.15,4.78
150 mA,exp2,3136.96875,7451.2749,0.15,4.78
150 mA,exp2,3136.18262,7524.79395,0.15,4.78
150 mA,exp2,3135.39551,7538.28906,0.15,4.78
150 mA,exp2,3134.6084,7479.79932,0.15,4.78
150 mA,exp2,3133.82129,7547.27051,0.15,4.78
150 mA,exp2,3133.03418,7422.84717,0.15,4.78
150 mA,exp2,3132.24707,7667.14404,0.15,4.78
150 mA,exp2,3131.45996,7623.65723,0.15,4.78
150 mA,exp2,3130.67188,7241.62598,0.15,4.78
150 mA,exp2,3129.88379,7542.72656,0.15,4.78
150 mA,exp2,3129.0957,7517.25928,0.15,4.78
150 mA,exp2,3128.30762,7569.6543,0.15,4.78
150 mA,exp2,3127.51953,7409.47363,0.15,4.78
150 mA,exp2,3126.73145,7407.99219,0.15,4.78
150 mA,exp2,3125.94238,7442.42139,0.15,4.78
150 mA,exp2,3125.15332,7405.03027,0.15,4.78
150 mA,exp2,3124.36523,7457.39356,0.15,4.78
150 mA,exp2,3123.5752,7393.09717,0.15,4.78
150 mA,exp2,3122.78613,7397.59863,0.15,4.78
150 mA,exp2,3121.99707,7491.78467,0.15,4.78
150 mA,exp2,3121.20703,7439.47461,0.15,4.78
150 mA,exp2,3120.41797,7366.2666,0.15,4.78
150 mA,exp2,3119.62793,7373.75635,0.15,4.78
150 mA,exp2,3118.83789,7306.56445,0.15,4.78
150 mA,exp2,3118.04785,7481.30957,0.15,4.78
150 mA,exp2,3117.25684,7411.13623,0.15,4.78
150 mA,exp2,3116.4668,7364.87354,0.15,4.78
150 mA,exp2,3115.67578,7432.04981,0.15,4.78
150 mA,exp2,3114.88477,7299.25977,0.15,4.78
150 mA,exp2,3114.09375,7590.18897,0.15,4.78
150 mA,exp2,3113.30273,7260.54443,0.15,4.78
150 mA,exp2,3112.51172,7452.9458,0.15,4.78
150 mA,exp2,3111.71973,7442.50977,0.15,4.78
150 mA,exp2,3110.92871,7476.79492,0.15,4.78
150 mA,exp2,3110.13672,7469.33789,0.15,4.78
150 mA,exp2,3109.34473,7417.18359,0.15,4.78
150 mA,exp2,3108.55273,7537.85449,0.15,4.78
150 mA,exp2,3107.76074,7175.91211,0.15,4.78
150 mA,exp2,3106.96777,7394.86328,0.15,4.78
150 mA,exp2,3106.17578,7470.80127,0.15,4.78
150 mA,exp2,3105.38281,7484.19141,0.15,4.78
150 mA,exp2,3104.58984,7274.34473,0.15,4.78
150 mA,exp2,3103.79688,7445.48633,0.15,4.78
150 mA,exp2,3103.00391,7443.99658,0.15,4.78
150 mA,exp2,3102.20996,7350.29346,0.15,4.78
150 mA,exp2,3101.41699,7562.95264,0.15,4.78
150 mA,exp2,3100.62305,7439.52832,0.15,4.78
150 mA,exp2,3099.8291,7414.25684,0.15,4.78
150 mA,exp2,3099.03516,7415.74561,0.15,4.78
150 mA,exp2,3098.24121,7384.54492,0.15,4.78
150 mA,exp2,3097.44629,7445.45898,0.15,4.78
150 mA,exp2,3096.65234,7473.67383,0.15,4.78
150 mA,exp2,3095.85742,7451.38867,0.15,4.78
150 mA,exp2,3095.0625,7470.68262,0.15,4.78
150 mA,exp2,3094.26758,7472.15576,0.15,4.78
150 mA,exp2,3093.47266,7746.6919,0.15,4.78
150 mA,exp2,3092.67676,7481.03516,0.15,4.78
150 mA,exp2,3091.88184,7681.28662,0.15,4.78
150 mA,exp2,3091.08594,7641.1875,0.15,4.78
150 mA,exp2,3090.29004,7541.79004,0.15,4.78
150 mA,exp2,3089.49414,7540.28027,0.15,4.78
150 mA,exp2,3088.69824,7743.32324,0.15,4.78
150 mA,exp2,3087.90234,7738.80957,0.15,4.78
150 mA,exp2,3087.10547,7654.28711,0.15,4.78
150 mA,exp2,3086.30957,7605.35156,0.15,4.78
150 mA,exp2,3085.5127,7766.74707,0.15,4.78
150 mA,exp2,3084.71582,7771.11572,0.15,4.78
150 mA,exp2,3083.91895,7855.42822,0.15,4.78
150 mA,exp2,3083.12109,8034.43848,0.15,4.78
150 mA,exp2,3082.32422,8044.66943,0.15,4.78
150 mA,exp2,3081.52637,7998.67188,0.15,4.78
150 mA,exp2,3080.72852,7976.36084,0.15,4.78
150 mA,exp2,3079.93066,8374.09473,0.15,4.78
150 mA,exp2,3079.13281,8410.86426,0.15,4.78
150 mA,exp2,3078.33496,8302.73633,0.15,4.78
150 mA,exp2,3077.53613,8336.54883,0.15,4.78
150 mA,exp2,3076.73828,8461.97266,0.15,4.78
150 mA,exp2,3075.93945,8492.78418,0.15,4.78
150 mA,exp2,3075.14063,8881.07227,0.15,4.78
150 mA,exp2,3074.3418,8926.55664,0.15,4.78
150 mA,exp2,3073.54199,9093.10645,0.15,4.78
150 mA,exp2,3072.74316,9253.68359,0.15,4.78
150 mA,exp2,3071.94336,9180.98242,0.15,4.78
150 mA,exp2,3071.14453,9344.42871,0.15,4.78
150 mA,exp2,3070.34473,9445.83984,0.15,4.78
150 mA,exp2,3069.54492,9570.81348,0.15,4.78
150 mA,exp2,3068.74414,10132.29492,0.15,4.78
150 mA,exp2,3067.94434,10233.48731,0.15,4.78
150 mA,exp2,3067.14356,10632.44141,0.15,4.78
150 mA,exp2,3066.34277,10869.09863,0.15,4.78
150 mA,exp2,3065.54297,10943.55469,0.15,4.78
150 mA,exp2,3064.74121,10944.3125,0.15,4.78
150 mA,exp2,3063.94043,11277.98731,0.15,4.78
150 mA,exp2,3063.13965,11372.93555,0.15,4.78
150 mA,exp2,3062.33789,11355.93555,0.15,4.78
150 mA,exp2,3061.53613,11645.16016,0.15,4.78
150 mA,exp2,3060.73535,11792.96582,0.15,4.78
150 mA,exp2,3059.93262,11893.62012,0.15,4.78
150 mA,exp2,3059.13086,11917.72461,0.15,4.78
150 mA,exp2,3058.3291,11997.71875,0.15,4.78
150 mA,exp2,3057.52637,11951.19727,0.15,4.78
150 mA,exp2,3056.72363,11916.45703,0.15,4.78
150 mA,exp2,3055.92188,11852.32715,0.15,4.78
150 mA,exp2,3055.11816,11864.65527,0.15,4.78
150 mA,exp2,3054.31543,11841.70898,0.15,4.78
150 mA,exp2,3053.5127,11745.30762,0.15,4.78
150 mA,exp2,3052.70898,11728.26953,0.15,4.78
150 mA,exp2,3051.90625,11690.67578,0.15,4.78
150 mA,exp2,3051.10254,11382.91406,0.15,4.78
150 mA,exp2,3050.29883,11034.16895,0.15,4.78
150 mA,exp2,3049.49414,10961.50781,0.15,4.78
150 mA,exp2,3048.69043,10742.12598,0.15,4.78
150 mA,exp2,3047.88574,10522.83106,0.15,4.78
150 mA,exp2,3047.08203,10142.2627,0.15,4.78
